Hospital Name,Address,CITY,STATE,PIN CODE,PPN / NON PPN
CITI HOSPITAL,"# 25 / 91,Chord Road,11 Block,Rajajinagar,NIL",BANGALORE,KARNATAKA,560010,PPN
City Criticare Hospital,"1st Flr, Shubham Aports, Near Commissioner Bunglow,Kalyan Murbad Road,Kalyan
CityNIL",KALYAN,MAHARASHTRA,421301,PPN
City Hospital,"Vidyaranya Marg, Behind Alankar Theater, Brahmagiri",UDUPI,KARNATAKA,576101,NON PPN
City Hospital And Trauma Centre,"C-1,Cinder Dump Complex,,Opp.Krishna Cinema Hall,Kanpur Road,Opp. Krishna
Cinema Hall,Alamgarh,NIL",LUCKNOW,UTTAR PRADESH,226005,NON PPN
City Hospital Research And Diagnostic Centre,"Pound Garden,,Kadri,MangaloreMangalore",MANGALORE,KARNATAKA,575003,NON PPN
City Medical Centre (Karad),"501/502,Shaniwar Peth,Karad,NIL",SATARA,MAHARASHTRA,415110,NON PPN
City Nursing Home Pvt Ltd,"209, Jawahar Marg, Rajmohhalla",INDORE,MADHYA PRADESH,452002,PPN
City Trust Hospital & Research Centre,"Itki Road, Piska More Hehal, Opp Marrige Hall, Near Electricity Sub Station, Bajra
Bariatu Road,",RANCHI,JHARKHAND,834005,NON PPN
Clear Vision Eye Hospital-MANINAGAR,"39, 2nd Floor, Prankunj Society, Rajdeep dream, Next to Tajdeep Hera Showroom,
Kankaria, Maninagar",AHMEDABAD,GUJARAT,380022,NON PPN
Clear Vision Eye Hospital Pvt Ltd,"22-A, Dungarshinagar Soc, Paldi",AHMEDABAD,GUJARAT,380008,PPN
Cloudnine Kids Clinic India Pvt Ltd,"Plot No 11, Nagarjuna Sai Signet, Sadaramangala Village, Whitefield",BANGALORE,KARNATAKA,560048,PPN
Cloudnine Kids Clinic India Pvt Ltd (Malad West),"Siddhachal Blding,Link Rd,Malad WestNIL",MUMBAI,MAHARASHTRA,400064,PPN
Coimbatore Bone And Joint Foundation (P) Ltd.,"1091, Mettupalayam Road,,North Coimbatore Bus Stop,,Coimbatore",Coimbatore,TAMILNADU,641002,PPN
Colaco Hospital A Unit Of Icmc Trust,"15-23-1416, Bendore Main Road, Dakshina Kannada",MANGALORE,KARNATAKA,575002,NON PPN
"Manipal Hospital Varthur Road (Columbia Aisa Hospital
Pvt.Ltd)","S No 10 D,12 P, White Field, Rama Gondanahalli,Main Road, Varthur,",BANGALORE,KARNATAKA,560066,PPN
Columbia Asia Hospital,"Plot No.121/122,,Hebatpur Road, Off S G Highway,,ThaltejNIL",AHMEDABAD,GUJARAT,380059,PPN
Manipal Hospital Ghaziabad (Columbia Asia Hospital),"Nh 24, Hapur Road, Bahmeta Village,,Near Land Craft Golflinks",GHAZIABAD,UTTAR PRADESH,201002,PPN
Manipal Hospital Kharadi Pune (Columbia Asia Hospital),"Survey Number 22, Hissa Number 2A, Kharadi Village, Pune East, Maharashtra -
411014 Pune East",PUNE,MAHARASHTRA,411014,PPN
Manipal Hospital Hebbal (Columbia Asia Hospital Pvt Ltd),"Kirloskar Business Park,,Nellar Road, Opp. Military Dairy, Hebbal",BANGALORE,KARNATAKA,560024,PPN
"Manipal Hospital Salt Lake (Columbia Asia Hospital
Kolkata)","IB 193, IB Block, Sector 3, Bidhannagar, Salt Lake",KOLKATA,WEST BENGAL,700091,PPN
Manipal Hospital Patiala (Columbia Asia Hospitals Pvt Ltd),"22, Bhupindra Road, Near 22 No Phatak",PATIALA,PUNJAB,147001,NON PPN
"Manipal Hospital Sarjapur Road (Columbia Asia Hospitals
Pvt Ltd)","Survey No 46/2, Ward No 150 Ambalipura, Sarjapur Road",BANGALORE,KARNATAKA,560102,PPN
"Manipal Hospital Mysore (Columbia Asia Hospitals)
(Mysore)","Survey No 85-86, Bir-Mys-Ring Road, Junction, Belvatta Village",MYSORE,KARNATAKA,570015,NON PPN
Manipal Hospital Doddaballapur (Columbia Hospital),"Servey No 22/1b,55/2,Bashettihalli Village,,Doddaballapur,NIL",BANGALORE,KARNATAKA,561203,NON PPN
Combined Medical Institute Pvt Ltd,"54, Haridwarr Dehradun Road, Jogiwala",DEHRADUN,UTTARAKHAND,248001,NON PPN
"Contacare Eye Hospital (A Unit Of Contacare Ophthalmic
Pvt Ltd)","Parker House, Law Garden Road,,Near Panchavati Circle,,NIL",AHMEDABAD,GUJARAT,380007,PPN
Convenient Hospitals Ltd,"A B Road, Near LIG Square",INDORE,MADHYA PRADESH,452008,NON PPN
Cosmos Hospital,"Prakash Vihar, Nh-2, Delhi Mathura Road",PALWAL,HARYANA,121102,NON PPN
Matria Hospital,"Nh 17, Bypass Road,From Airport 22 Km And From Railway Station 8 Km, Calicut",KOZHIKODE,KERALA,673014,NON PPN
Criticare Multispecialtiy Hospital And Research Center,"Plot No 516,Near Sbi Sme Branch,,Telli Galli,,Andheri(E)Andheri East",MUMBAI,MAHARASHTRA,400069,PPN
CRITI CARE ICU MULTISPECIALITY TRAUMA CENTRE,"Above Balaji Gas Agency,Swami Samarth Complex,,Plot No. 2a, Opp. Dominoz,
Sector - 16,,AiroliNIL",NAVI MUMBAI,MAHARASHTRA,400708,PPN
Criticare Superspeciality Hospital( Thane ),"Between Hotel Royal Challange Ii And,Cadbury`S Limited,Eastern Express
Highway,ThaneNIL",THANE,MAHARASHTRA,400602,PPN
Crystal Hospitals Ltd (Dahisar),"Waman Rao, Sawant Marg,,Nr.Ramkrishna Hotel,,Maratha Colony Dahisar",Thane,MAHARASHTRA,400068,PPN
Ct Nursing Home,"Opposite Tirupati Vasantam,,Vishrantwadi,Jalgaon Road,,Dhanori,NIL",PUNE,MAHARASHTRA,411015,PPN
Cure Emergency Hospital(Secure Medical Services Pvt Ltd),"11-2-9-1/A, Balaji Nagar, NST Road",Khammam,TELANGANA,507001,NON PPN
Curewell Hospital,"1/51-53, Sfs, Mansarovar,,jaipur",JAIPUR,RAJASTHAN,302020,PPN
Curewell Hospital Pvt Ltd,"19-1 C,,New Palasia,,NIL",INDORE,MADHYA PRADESH,452001,PPN
Curie Center Of Oncology,"No. 88, 2nd Cross, 17th `A` Main, 5th Block,,Near Sukhsagar,NIL",BANGALORE,KARNATAKA,560034,PPN
Currae Gynaec Ivf Birthing Hospital,"Rosa Vista Bldg No 3, Opp Suraj Water Park,,Waghhill Naka Ghodbunder
Road,,Thane West",THANE,MAHARASHTRA,400607,PPN
Currae Speciality Hospital (A Unit Of Patni Healthcare Ltd),"Hisghstreet Cum Highland Corporate Cnter,,Ground Floor,Kapurbavdi
Jumction,,Next To Big Bazar,NIL",THANE,MAHARASHTRA,400607,PPN
"Cygnus Institute Of Gastroenterology ( A Unit Of
Madhuadit Healthcare Pvt L","24 & 35 Sardar Patel Nagar, Nizampet X Road,",HYDERABAD,TELANGANA,500072,PPN
Cygnus Maharaja Aggarsain Hospital,"Opp Devi Mandir, Desraj Colony",PANIPAT,HARYANA,132103,NON PPN
Cygnus Super Speciality Hospital,"Sco 72-15, Sec-17,Near Old Bus Stand,",KURUSHESTRA,HARYANA,136118,NON PPN
Cytecare Hospital Pvt Ltd,"Venkatal, Near Bagaluru Cross,,Yelahanka,,NIL",BANGALORE,KARNATAKA,560064,PPN
DG Hospital,"#274/ 275, M.R.Puttalingaiah Road,Padmanabha Nagar,Devegowda Petrol
Bank,BangaloreNIL",BANGALORE,KARNATAKA,560070,PPN
Daddenevar Hospital And Research Centre,Near Rural Police StationLaxminagar Extension,BAGALKOT,KARNATAKA,587101,NON PPN
Darshan Surgical Centre,"# 24, 5th Main Road, Anna Nagar,,",Chennai,TAMILNADU,600040,PPN
Daya General Hospital Limited,"Shoranur Road,Near Viyyur Bridge,,Near Viyyur Bridge,nil",TRICHUR,KERALA,680022,NON PPN
Deeksha Hospital,"387/347, Next To Post Office, B.B.Road,Nehrunagar, BB Road Nehru Nagar, Old
Town, Yehlanka",BANGALORE,KARNATAKA,560064,NON PPN
Deenanath Mangeshkar Hospital,"8/13- 2, Erandwane,,Near Himalya Society,,Erandwane,NIL",PUNE,MAHARASHTRA,411004,PPN
Deendayal Memorial Hospital,"926, Fergusson College Road,,,PuneNIL",PUNE,MAHARASHTRA,411004,PPN
Deepa Hospital,"No.27,Old Madras Road,,K R Puram,NIL",BANGALORE,KARNATAKA,560036,PPN
Deepak Clinic N Nursing Home,"Plot 84, Saheed Nagar, Near Indian Overseas Bank, Khordha","BHUBANESWA
R",ORISSA,751007,NON PPN
Deepam Eye Hospital,"No 66, Medavakkam,,Tank Road,,Kilpauk",CHENNAI,TAMILNADU,600010,PPN
Deepam Health Care Centre(P)Ltd,"#327 No-30, Ayyasamy Street,,Nehrugar, Chrompet Ayyasamy
Street,Nehru,#327,Nagarchrompet",Chennai,TAMILNADU,600044,PPN
Sugam Hospital,"No.107a, G.S.T Road, Chromepet,No.107a, G.S.T Road, Chromepet,NIL",CHENNAI,TAMILNADU,600044,PPN
Deepam Hospital ( Ramanathapuram ),"No 687 Trichy Road, Opp To Alvernia Convert Ramanathapuram Covai,",COIMBATORE,TAMILNADU,641045,PPN
Deepashri Hospital,"#86,2nd Main, 16th Cross,,Malagala ,Nagarabhavi 2nd Stage,,Nagarabhavi 2nd
Stage,",Bangalore,KARNATAKA,560072,NON PPN
Deshmukh Eye Hospital,"Daulat Building, Khaparde Gardens, Near Irwin square, Netradan Road",AMARAVATI,MAHARASHTRA,444602,NON PPN
Desouza Nursing Home,"Near Rarila Nahan,Mull Road,,",Nahan,HIMACHAL PRADESH,173001,NON PPN
Desun Hospital,"Kawakhali, North Bengal Medical College Road, Simkuna, Darjeeling",SILIGURI,WEST BENGAL,734102,NON PPN
Desun Hospital And Heart Institute,"720,Anandapur, Desun More,,Embypass,,Kasba GolparkNIL",KOLKATA,WEST BENGAL,700107,PPN
Dev Eye Centre,"R-10, Vakil Colony,Sector-12,Pratap Vihar",GHAZIABAD,UTTAR PRADESH,201001,PPN
Dev Hospital Amritsar,"Opposite Rishab Four Wheelers, Near Hero Bike Agency, Batala Road,NIL",AMRITSAR,PUNJAB,143001,PPN
Devadoss Multispeciality Hospital,"75/1, Alagarkovil Main Road,,,Surveyor Colony,NIL",MADURAI,TAMILNADU,625007,NON PPN
Devagiri Hospital,"#2461,24th Cross,,2nd Stage,,Banashankari",Bangalore,KARNATAKA,560070,NON PPN
Devpushp Meternity And Laproscopic Hospital,"Devpushp Complex, Tulsidham Cross Road, Manjalpur, Near Deep Chember",VADODARA,GUJARAT,390011,NON PPN
Dewan Medicare Nursing Home And Diagnostic,"48 Ambagan Road,B.T.Road Sukchar Kolkata,Near Sodepur GirjaNIL",KOLKATA,WEST BENGAL,700115,PPN
Dhameliya Kidney Hospital And Lithotripsy Centre,"402, Ayush Doctor House,Lal Darwaja,Station Road,",SURAT,GUJARAT,395003,NON PPN
Dhami Eye Care Hospital,"82 B Kitchlu Nagar, Gate No.04 Pau, Circuuit House, Frz Pur Road,LudhianaKitchlu",LUDHIANA,PUNJAB,141001,PPN
Dhanalakshmi Hospitals Pvt.Ltd,"Kannothumchal Road,Kannur District",KANNUR,KERALA,670002,NON PPN
Dhanashri Hospital Mumbai,"Siddhivinayak Tower,,Near Collector`S Office,Natakwala Lane,,Borivali (W),NIL",MUMBAI,MAHARASHTRA,400092,PPN
Dhanvantari Hospital (Ulhasnagar),"Lal Chakki Chowk,Station Road,,UlhasnagarThane",NAVI MUMBAI,MAHARASHTRA,421004,PPN
Dharan Hospital,"No.14, Seelanaickanpatty Bye Pass, No-14, ,Seelanaickanpatty By-Pass,No.14,
Seelanaickanpatty Bye Pass,,Nr Sk CardsNIL",SALEM,TAMILNADU,636201,PPN
Dharma Kidney Care And Research Pvt Ltd,"909, 47th Cross, Near Bsnl Compound, 5th Block,Jayanagar,JayanagarNIL",BANGALORE,KARNATAKA,560041,PPN
Dhawan Orthopaedic Hospital,"Arya Nagar, Jagadhri Road, NIL",AMBALA,HARYANA,134003,PPN
Dhayal Hospital Research Centre (Sikar),"National Highway -11,,Near Math Mandir,Reengus,NIL",SIKAR,RAJASTHAN,332404,NON PPN
Dhvani Ent Hospital,"Dhvani, Kharivav Road,Near G. P. O.,Raopura,Behind Suryanarayan Garden,",VADODARA,GUJARAT,390001,NON PPN
Diamond Hospital Pvt Ltd Andal,"Andal More,,Ukhra Road,,Burdwan, Andal",Durgapur,WEST BENGAL,713321,NON PPN
Disha Eye Hospital Pvt Ltd,"88 (63A), Ghosh Para Road, Barakpore",KOLKATA,WEST BENGAL,700120,PPN
Disha Eye Hospital Pvt Ltd,"100,Palasdiha,Durgapur,,Barddhaman",DURGAPUR,WEST BENGAL,713208,NON PPN
Disha Eye Hospitals Pvt Ltd,"Rgm, 17/201, Raghunath North,Tegoria Taxi Stand,,BaguiatiNIL",KOLKATA,WEST BENGAL,700059,PPN
Disha Eye Hospitals Pvt Ltd,"69/A/3+4+5,Rabindranath Tagore Road,Laldigi PlazaNIL",BEHRAMPORE,WEST BENGAL,742101,NON PPN
Disha Nursing Home(Mumb),"A-1,2,3 - Amul Commercial Premises,1st Road, Opp. Bmc (M-Ward)
Office,ChemburNIL",MUMBAI,MAHARASHTRA,400071,PPN
Dispur Polyclinic And Hospitals Pvt Ltd,"Hengrabari Road, Ganeshguri, DispurKamrup",GUWAHATI,ASSAM,781006,NON PPN
Divine Nursing Home,"11-A , Abhinash Chandra Banerjee Lane,Near Trikon Park,BaliaghataNIL",KOLKATA,WEST BENGAL,700010,PPN
Divine Speciality Hospital,"No. 110, 6th Main,,I T I Layout, Benson Town Post,,BangaloreNIL",BANGALORE,KARNATAKA,560046,PPN
Divya Drishti Eye Hospital,"#996/22, 1st Floor, Near Sbi,Service Road,,Rpc Layout,,VijayanagarNIL",BANGALORE,KARNATAKA,560104,PPN
Divya Jyothi Eye Hospital,"Kiresur Complex, Near Axis Bank,,Unkal Cross, Hubli,",Hubli,KARNATAKA,580031,NON PPN
Divya Jyoti Netralaya Pvt Ltd,"2 / 125, Vishal Khand,,Gomti Nagar,,",Lucknow,UTTAR PRADESH,226010,NON PPN
Divya Prabha Eye Hospital,"Kumarapuram,1360/2003, Paqndinjatil Lane, OPP. SFS Flat",TRIVANDRUM,KERALA,695011,NON PPN
Diwakar Orthopaedics And General Hospital,"144-145, Indra Colony,,Bani Park, Jhatwara Road,NIL",JAIPUR,RAJASTHAN,302016,PPN
Dm Wayanad Institute Of Medical Sciences,"Naseera Nagar, Meppadi,Meppadi PO, Wayanad Dist",WAYANAND,KERALA,673577,NON PPN
Dmc Hospital And Trauma Centre,"Op. T. V. Centre, 57,,Shaheed Udham Singh Nagar,NIL",JALANDHAR,PUNJAB,144001,PPN
Dna Multispecialty Hospital,"1st Floor, Whispering Palms Shopping Center,,Next To Lokhandwala Sales Office,
Akurli Road,Kandivali ENIL",MUMBAI,MAHARASHTRA,400101,PPN
DOABA HOSPITAL,"320, Lajpat Nagar,Jalandhar,NIL",JALANDHAR,PUNJAB,144001,PPN
Down Town Hospital Ltd,"GS Road, Bormotoria, Dispur",GUWAHATI,ASSAM,781006,NON PPN
Dr Agarwal Eye Hospital,"New Door No.10, 1st Main Road, Nanganallur,Old Door No. 4,NanganallurNIL",CHENNAI,TAMILNADU,600061,PPN
Dr Bapaye Hospital,"Survey No 629/3B 2, Plot No 7N, Behind NDCC Bank, Near Old CBS, Opp Hotel
Samrat",NASIK,MAHARASHTRA,422001,NON PPN
Dr Bethune Nursing Home,"Mangamuru Road, Ongole,,8592NIL",ONGOLE,ANDHRA PRADESH,523002,NON PPN
Dr Godboles Heart Care Hospital,"M.G. Road , Naupada,,Opp Saraswati Marathi Medium School,NaupadaNIL",THANE,MAHARASHTRA,400602,PPN
Dr Harne Hospital,"2nd Floor, Everest Shopping Centre,,Opp Rly Station,Dombivli (W)",Thane,MAHARASHTRA,421202,PPN
Dr Jyotirbhushan Institute Of Medical Science jims,"Karmik Nagar, Saraidhela,P.O-Ism,,Saraidhela,NIL",DHANBAD,JHARKHAND,826004,NON PPN
Dr K Narasimhaiah Hospital,"4th Main, Gandhi Nagar,,TumkurNIL",TUMKUR,KARNATAKA,572101,NON PPN
Dr Manisha S Sparshad Nurshing Home,"L.B.S Marg, `D` Wing, 1st &2nd Floor, Saishruti Blg,,Adj Shangrilla Biscuit Company,
Opp. Bharat Petrol Pump,,Bhandup (W)NIL",MUMBAI,MAHARASHTRA,400078,PPN
Dr Mukhis Raj Hospital,"Devi Dayal Road,,Near Panch Rasta,,Mulund (W)NIL",MUMBAI,MAHARASHTRA,400080,PPN
Dr Muralidhar Eye Hospital (Khorda),"A-24, Nilakantha Nagar, Unit-8, Nayapalli,Behind Regional Passport Office,","BHUBANESWA
R",ORISSA,751002,NON PPN
Dr Nsk Hospital,"# 5, Muthu Karuppanna Street,,Gandhi Nagar,,",Erode,TAMILNADU,638009,PPN
Dr RN Patils Suraj Hospital (Sanpada),"Opp. Palm Beach Marg, Sector - 15,,Plot No. 1 & 1a, Sun Palm View
Bldg,,SanpadaSanpada",NAVI MUMBAI,MAHARASHTRA,400705,PPN
Raadha Rajendran Hospital,"No 7,10, Vembuli Amman, Koil Street, Alandur",CHENNAI,TAMILNADU,600016,PPN
"Swaraashi Netralaya (Dr Shah Unique Smile And Vision
Care Clinic)","1 Priyadarshana Apt,,Near A K Joshi Bedkar English School,,M P Rd Navpada, Thane
(W)NIL",THANE,MAHARASHTRA,400602,PPN
Dr Solanki Eye Hospital,"No 191,Link Road,2nd Cross,MalleshwaramNIL",BANGALORE,KARNATAKA,560020,PPN
Dr Vinod Gupta Hospital,"556, Rajendra Nagar, Near Home Guard Office",BHARATPUR,RAJASTHAN,321001,NON PPN
Zamindar Micro Surgical Eye Centre,"1013, 3rd Cross, 1st Block, Hrbr Layout, Kalyan Nagar",BANGALORE,KARNATAKA,560043,PPN
Dr Agarwal Eye Hospital Ltd,"No. Ac-15, 2nd Avenue,Annanagar,Chennai",CHENNAI,TAMILNADU,600040,PPN
Dr. Agarwal Hospital,"# 15, Eagle Street,,Lang, 70 Road Town,Bangalore",Bangalore,KARNATAKA,560025,NON PPN
Dr Agarwals Eye Hospital Basaveshwara Nagar,"Kade Complex No.869,,2nd Stage, Wcr 3rd Stage,,Basaveshwaranagar",BANGALORE,KARNATAKA,560079,PPN
Dr Agarwals Eye Hospital Koramangala,"No. 590, Service Road Of Sarjapur Road, 3rd Block,,Koramangala,
Bangalore,Kormangala",BANGALORE,KARNATAKA,560034,PPN
Dr Agarwal Eye Hospital Chennai,"Tdk Towers, New No.6, Duraiswamy Reddy Street,,,Tambaram West ,",CHENNAI,TAMILNADU,600045,PPN
Dr Agarwals Eye Hospital (Cuttack),"Bbc Tower, Link Road Square, Madhupatna Link Road Square, Madhupatna",CUTTACK,ORISSA,753010,NON PPN
Dr Agarwal Eye Hospital Egmore,"New No. 40, Pantheon Road,Old No.479,Egmore",CHENNAI,TAMILNADU,600008,PPN
Dr Agarwal Eye Hospital Madurai,"No 61, Plot No.1, DD Main Road,,Arappalayam, Near Aarapatatam Bus Stand",MADURAI,TAMILNADU,625016,NON PPN
Dr Agarwal Eye Hospital Salem,"No 650/398,Trichy Main Road,,,Gugai",SALEM,TAMILNADU,636006,NON PPN
Dr Agarwal Eye Hospital Vannarpetttai,"Land Mark Tower 10/1/1-5 South By Pass Road,Opp To Bsnl,VannarpetttaiNIL",TIRUNELVELI,TAMILNADU,627003,NON PPN
Dr Agarwal Eye Hospital Tondiarpet,"LIC Building No 142 To 144, 2nd Floor, Thiruvottiyur High Rd, Near New
Washermen Metro Station, Tondiarpet",CHENNAI,TAMILNADU,600081,PPN
Dr Agarwal Eye Hospital Annanagar,"Krishna Towers, No - 107, A Block, 3rd Avenue Annanagar Rountana,,Annanagar
Rountana",CHENNAI,TAMILNADU,600102,PPN
Dr Agarwals Eye Hospital Chetpet,"No:18, Nowroji Road, Chetpet, Chennai,,",CHENNAI,TAMILNADU,600031,PPN
Dr Agarwal Eye Hospital Ltd,"No.136, 1st Floor, Nethaji Bypass Road,,,Opp;Hotel Rama Building",DHARMAPURI,TAMILNADU,636701,NON PPN
Dr Agarwal Eye Hospital Ltd Basavangudi,"Chamrajpet: Laxmi No.20,Shankar Mutt Road,Shankaramutt Main Road",BANGALORE,KARNATAKA,560004,NON PPN
Dr Agarwal Eye Hospital Ltd Kukatpally,"Vijaya Sai Towers,Ground Floor,,KukatpallyNIL",HYDERABAD,TELANGANA,500072,PPN
Dr Agarwals Eye Hospital Ltd.,"A - 2, Shubham Enclave, Jamnalal Bajaj Marg,,C- Scheme,JaipurNIL",JAIPUR,RAJASTHAN,302001,PPN
Dr Agarwal Eye Hospital Ltd Nungambakkam,"No. 100,101,,Valluver Kottam High Road,,Nungambakkam",CHENNAI,TAMILNADU,600034,NON PPN
Dr Agarwal Eye Hospital Ltd,"Hig 2557,,Sector B 3rd Stage,Yelahanka New Townnil",BANGALORE,KARNATAKA,560064,PPN
Dr Agarwal Eye Hospital Ltd Tiruvallur,"No.157/ 14, J. N. Road,,Opp.To St. Ann`S Marticulation School,,Tiruvallur",CHENNAI,TAMILNADU,602001,PPN
Dr Agarwal Eye Hospital Krishnagiri,"No 36 A, 4th Cross,,,Co-Operative Colony",CHENNAI,TAMILNADU,635001,NON PPN
Dr Agarwal Eye Hospital Tuticorin,"138/4 Palayamkottai Main Road, Erode",TUTICORIN,TAMILNADU,628003,NON PPN
Dr Agarwal Eye Hospital,"No 47 Cuddalore Main Road,Neyveli, Near Jayapriya Theatre,Mandarakuppam,",CHENNAI,TAMILNADU,627003,NON PPN
Dr Ajayan Multispeciality Hospital,"Plot. No. 06, Sector 09,,R G Naik School Ground,,Kopar Khairanenil",NAVI MUMBAI,MAHARASHTRA,400709,PPN
Dr. Atul Shah Eye Hospital,"3rd Floor, Narottam Complex,,Bhuyangdev Cross Road,,Sola RoadNIL",AHMEDABAD,GUJARAT,380061,PPN
Dr Bhatia Multispecilaity Hospital,"Shraddha Bhandup,,Village Road Bhandup (West),NIL",MUMBAI,MAHARASHTRA,400078,PPN
Dr Bhatia Ruby Hosptial,"First Floor, Arunoday Tower, Konkan Nagar, Jangal Mangal Road, Bhandup",MUMBAI,MAHARASHTRA,400078,PPN
Dr. Bhat`S Eye Hospital (Ambattur),"No.26 Vijaya Complex,,M T H Road,,Ambathur",Chennai,TAMILNADU,600053,PPN
"Dr CB Vaidya Memorial Hospital(M/S S S Vaidhya Health
Care Centre)","Opp. City Post Office, Tilak Chowk, Kalyan West, Thane,,KalyanNIL",KALYAN,MAHARASHTRA,421301,PPN
Dr Das Hospital And Diagnostic Centre,"3, Nakari,North LakhimpurNear Old Civil Hospital,",JORHAT,ASSAM,787001,NON PPN
Dr Dipak Desais Ent Hospital,"206 Gayatri Dham M G Road Ghatkopar (E),NIL",MUMBAI,MAHARASHTRA,400077,PPN
Futela Hospital,"18/1 D1, D2, Civil Lines, Nainital Road, US Nagar",RUDRAPUR,UTTARAKHAND,263153,NON PPN
Dr. G.C.Gupta Hospital,"372/373 Huda,,Phase-1, Sector 11,PanipatNIL",PANIPAT,HARYANA,132103,NON PPN
Dr Gupta Nursing Home And Hospital,"25, Raj Block,,Naveen Shahdara,,Delhi",DELHI,DELHI,110032,PPN
Hariharan Diabetes And Heart Care Hospitals,"24 & 26,29th Street,NanganallurNIL",CHENNAI,TAMILNADU,600061,PPN
Dr Harikishan Eye Care Hospitals,"3-4-512/80/1, Dr Shobha Arcade, Beside Aruna Photo Studio, Barkatpura",HYDERABAD,TELANGANA,500027,NON PPN
Dr Harish Hospital,"House Number 701, Sector 8, Ymca Road",FARIDABAD,HARYANA,121004,PPN
Dr K K Surgical And Paediatric Centre Pvt Ltd,"No.-238/310, Velacherymain Road,,Nr. By Selaiyur Icici Bank,,Selaiyur East
Tambaram,NIL",CHENNAI,TAMILNADU,600073,PPN
Dr Khade Superspeciality Hospital-Pune,"Bija Complex, 1st Floor, Near Chakan S.T Stand,,Old Pune-Nashik Road, Tal K,Off
Holkar Marg Tidke ColonyNIL",PUNE,MAHARASHTRA,410501,PPN
Dr Khunger Eye Care And Research Center Pvt Ltd,"1109, Near Post Office,,Opp. Pnb, Ramganj, Beawer Road,,Nea Post Officenil",AJMER,RAJASTHAN,305001,NON PPN
All Cure Hospital(Jogeshwar),"1st Floor, Kesar Plaza,,Caves Road, Near State Bank Of India,,Jogeshwari(E)NIL",MUMBAI,MAHARASHTRA,400060,PPN
Dr LH Hiranandani Hospital,"Hillside Avenue,Hiranandani Gardens,PowaiNIL",MUMBAI,MAHARASHTRA,400076,PPN
Dr Mahadevappa Eye Laser Hospital,"15th Cross,,S. S. Puram, Near Neos Police Station,,Horticulture Office Road,NIL",TUMKUR,KARNATAKA,572102,NON PPN
Dr Mehta Advanced Orthopaedic Centre,"Pasaydan Near Tmc Building Panchpakhadi,,Next To Dnyanaraj
Sabhagruha,,Thane(W)NIL",THANE,MAHARASHTRA,400602,PPN
Dr Nairs Hospital,"445, Residency Road, Middle Word, Asramam",KOLLAM,KERALA,691002,NON PPN
Dr. Natesh Ent And Surgical Care Centre,"# 12 Parkroad,80feet Road,Sbm Colony Banashankari 1st Stage,Bsk Ist Stage",Bangalore,KARNATAKA,560050,NON PPN
Dr Nutan Shah S Eye Hospital And Advanced Phaco Centre,"1, Devdeep Complex,,Delux Cross Nh-8,,NizampuraNIL",VADODARA,GUJARAT,390002,NON PPN
Dr Parveen Eye Hospital,"Under Railway Over Bridge, Hisar Road",SIRSA,HARYANA,125055,NON PPN
Dr RB Yadav Hospital,"Circular Road, Jhajjar Chowk, Near Dharuhera Chungi",REWARI,HARYANA,123401,NON PPN
Dr Raghoji Kidney Hospital And Research Centre,"146/2, Railway Lines, Near Old RTO",SOLAPUR,MAHARASHTRA,413004,NON PPN
Dr Ramesh Superspeciality Eye And Laser Centre,"65 A, Bhai Randhir Singh Nagar, Ferozpur Road, Near Verka Milk Plant",LUDHIANA,PUNJAB,141001,PPN
"Dr. Roychowdhury S Institute Of Urology And Laproscopic
Surgery","# A-4-B, Tilak Marg, (Opp. Udyog Bhawan) C-Scheme, Jaipur, Opp. Udyogbhavan",JAIPUR,RAJASTHAN,302005,PPN
Dr. Rudrappa`S Hospital,"#5 Rajaram Mohan Roy Cross Road,,Before Woodlands Hotel,,Opp. P. F. Office,",Bangalore,KARNATAKA,560025,NON PPN
Sailaja Super Speciality Eye Hospital,"No. 21, 22 I Floor Horamavu Main Raod,,Above State Bank Of Mysore, nil,",BANGALORE,KARNATAKA,560043,PPN
Dr Shakeen Eye And Dental Hospital,"391-Green Avenue,Kachari Chowk,,NIL",AMRITSAR,PUNJAB,143001,PPN
Dr. Shetty`S E.N.T. Hospital,"9, Luv-Kush, M.G.Road,,Panch Rasta,,Mulund(W)",Mumbai,MAHARASHTRA,400080,PPN
Dr. Thammaiah Hospital,"# 973,Belagunba Road,,KuvempunagarNIL",TUMKUR,KARNATAKA,572103,NON PPN
Dr Uppals Ent Hospital,"2nd Floor, Mohan Heritage, Opp TMC, Almeida Road, Opp Panchpakhadi, Thane
WNIL",THANE,MAHARASHTRA,400602,PPN
DR VIRENDRA LASER AND PHACO SURGERY CENTRE,"Behind Mahindra Showroom,,Towk Road,,Gandhi Nagar, Tonk Phatak,NIL",JAIPUR,RAJASTHAN,302015,PPN
Dr. Yewale Multispeciality Hospital For Children,"Plot 6b, Sector 9,,,Vashi,NIL",NAVI MUMBAI,MAHARASHTRA,400703,PPN
Dr A Ramachandrans Diabetes Hospital,"110, Anna Salai, Opp To Itc Gr,Andchola, Guindy,",CHENNAI,TAMILNADU,600032,PPN
Dr Agarwals Eye Hospital,"No.1792,Adhichuchunagiri Road,Ward 18,Kuvempunagara,",MYSORE,KARNATAKA,570023,NON PPN
